index,name,time,no_of_ppl,prep_time,caloaries,main_component,ingredients,prep,img_link
293,      بيض بالبلوبيف          ,فطار,6,20,149,بلوبيف ,"  200 جم  بلوبيف.  ,   6 بيضات.  ,   بصلة صغيرة مفرومة ناعمًا.  ,   2 فص ثوم مهروس.  , 1  ملعقة كبيرة   زيت.  , 1  ملعقة كبيرة   زبدة، في درجة حرارة الغرفة.  ,   1 ملعقة صغيرة  البهارات السبعة.  ,   ملح وفلفل أسود.      ","      على نار متوسطة، ضعي الزيت والزبدة، واتركيهما حتى تذوب الزبدة.  ,   أضيفي البصل وقلبي لمدة دقيقتين، ثم أضيفي الثوم وقلبي لمدة دقيقة.  ,   أضيفي البلوبيف والفلفل الأسود والبهارات، وقلبي لمدة 5 دقائق.  ,   ضعي البيض على وجه البلوبيف، ثم رشي الملح على البيض.  ,   غطي المقلاة، واتركيها على نار هادئة لمدة 5 دقائق حتى ينضج البيض، ثم قدميه ساخنًا على سفرتكِ.  ,   يمكنكِ إضافة الطماطم أو الصلصة مع البصل، إذا أحببتِ ذلك.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/104/468/mobile-watermarked-large-card/%D8%A8%D9%8A%D8%B6-%D8%A8%D8%A7%D9%84%D8%A8%D9%84%D9%88%D8%A8%D9%8A%D9%81.jpg
294,      بيض عيون          ,فطار,4,10,86,بيض,"      4 بيضات كبيرة.  , 1  ملعقة كبيرة زبد، أو سمن.  ,   1 ملعقة صغيرة بابريكا.  ,   ملح وفلفل أسود.      ","      على نار متوسطة، وفي مقلاة غير قابلة للالتصاق، ذوّبي الزبد.  ,   اكسري كل بيضة في المقلاة دون تقليب، ثم رشي الملح والفلفل الأسود والبابريكا على الوجه.  ,   غطي المقلاة، واتركي البيض على نار هادئة لمدة دقيقتين إلى أربع دقائق، حتى يصل إلى النضج الذي ترغبين به.  ,   ضعي البيض في طبق التقديم، وقدميه على وجبة الفطور أو العشاء مع الخبز.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/103/652/mobile-watermarked-large-card/%D8%A8%D9%8A%D8%B6-%D8%B9%D9%8A%D9%88%D9%86.jpg
295,      بيض بالسجق          ,فطار,4,25,356,سجق,"  250 جم  سجق مقطع قطعًا صغيرة  ,   5 بيضات كبيرة  ,   2 ملعقة كبيرة  زيت  ,  1 ملعقة كبيرة  زبد أو سمن  ,   ملح وفلفل أسود      ","      في وعاء متوسط، ضعي البيض والملح والفلفل الأسود، واخفقي الخليط جيدًا.  ,   على نار متوسطة، ضعي الزيت والزبد، واتركيهما حتى يذوب الزبد.  ,   أضيفي السجق، وقلبيه على نار هادئة حتى يتغير لونه.  ,   أضيفي البيض، وقلبي، ثم غطي المقلاة واتركيه لمدة 3 دقائق حتى ينضج.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/097/443/mobile-watermarked-large-card/%D8%A8%D9%8A%D8%B6%20%D8%A8%D8%A7%D9%84%D8%B3%D8%AC%D9%82.jpg
296,      فطيرة البيض          ,فطار,8,90,354,دقيق,"  260 جم  دقيق.  ,   113 جم  زبد بارد مقطع مكعبات صغيرة.  ,  180 مل  ماء بارد.  ,   1 ملعقة صغيرة   بيكنج باودر.  ,  1 ملعقة صغيرة   ملح.      ","      سخني الفرن عند درجة حرارة 180 درجة مئوية.  ,   ضعي الدقيق والملح والبيكنج باودر في وعاء كبير، وقلبي جيدًا.  ,   أضيفي الزبد، واعجني بيديك حتى تمتزج المكونات.  ,   أضيفي الماء تدريجيًّا، واعجني بيديكِ حتى تحصلي على عجين طري ومتماسك.  ,   غلفي العجين بورق بلاستيك، ثم ضعيه في الثلاجة لمدة 30 دقيقة.  ,   افردي العجين، ثم ضعيه في صينية تارت، ثم اغرسي الشوكة فيه عدة مرات.  ,   ضعي الصينية في الفرن لمدة عشر دقائق.  ,   ضعي مقادير الحشو في وعاء كبير، واخفقي جيدًا بالمضرب اليدوي حتى تمتزج المكونات.  ,   وزعي البيض فوق العجين، ثم ضعي الصينية في الفرن لمدة 20 دقيقة حتى ينضج البيض، ثم قدمي الفطيرة ساخنة على وجبتي الفطور أو العشاء.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/109/383/mobile-watermarked-large-card/%D9%81%D8%B7%D9%8A%D8%B1%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%B6.jpg
297,      البيض بالجبن الموزاريلا          ,فطار,2,20,409.34,بيض,"      4 بيضات كبيرة.  ,   2 ملعقة كبيرة  زبد.  ,   2 ملعقة كبيرة  حليب.  ,     100 جم  جبن موزاريلا مبشور.  ,   2 ملعقة كبيرة   بقدونس مفروم للتزيين.  ,   ملح فلفل أسود.      ","      في وعاء، ضعي البيض والحليب والملح والفلفل الأسود واضربي المكونات جيدًا.  ,   على نار متوسطة، ضعي الزبد ثم أضيفي خليط البيض وافرديه في المقلاة.  ,   اتركي البيض لمدة دقيقتين ثم اقلبيه على الجهة الأخرى واتركيه نفس المدة.  ,   أضيفي جبن الموزاريلا على البيض واتركيه ينضج على نار هادئة لمدة عشر دقائق.  ,   ارفعي البيض من على النار، وضعيه في طبق التقديم وزيني الوجه بالبقدونس.  ,   قدميه ساخنًا في وجبة الإفطار أو العشاء مع الخبز.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/105/835/mobile-watermarked-large-card/%D8%A7%D9%84%D8%A8%D9%8A%D8%B6-%D8%A8%D8%A7%D9%84%D8%AC%D8%A8%D9%86-%D8%A7%D9%84%D9%85%D9%88%D8%AA%D8%B2%D9%8A%D9%84%D8%A7.jpg
298,      بيض مدحرج          ,فطار,6,30,116,بيض,"      6 بيضات كبيرة.  ,   3 معلقة  كبيرة    زبدة في درجة حرارة الغرفة.  ,   2 ملعقة صغيرة   كركم.  ,   1 ملعقة صغيرة   ملح.  ,   1 ملعقة صغيرة   فلفل أسود مطحون.  ,   1 ملعقة صغيرة   كمون مطحون.      ","      اسلقي البيض على نار متوسطة، واتركيه حتى ينضج.  ,   في وعاء كبير، ضعي الكمون والكركم والفلفل الأسود والملح، وقلبي جيدًا.  ,   اتركي البيض يبرد تمامًا، ثم قشريه، ثم ضعي البيض في خليط البهارات وقلبيه حتى يُغطى تمامًا بالبهارات.  ,   على نار متوسطة، أذيبي الزبدة تمامًا، ثم ضعي البيض، وقلبيه لمدة 4 – 5 دقائق، حتى يُصبح لون البيض ذهبيًا من جميع الجهات.  ,   قدمي البيض ساخنًا مع الخبز أو الكشري الأصفر (الإسكندراني).      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/101/393/mobile-watermarked-large-card/%D8%B7%D8%B1%D9%8A%D9%82%D8%A9-%D8%B9%D9%85%D9%84-%D8%A8%D9%8A%D8%B6-%D9%85%D8%AF%D8%AD%D8%B1%D8%AC.jpg
299,      بيض باللحم المفروم          ,فطار,4,30,260,بيض,"      4 بيضات كبيرة.  ,    250 جم  لحم مفروم.  ,   125 مل  ماء.  ,   بصلة صغيرة مفرومة ناعمًا.  ,   200 جم  فلفل رومي مقطعة مكعبات صغيرة.  , 200 جم  طماطم متوسطة الحجم مقطعة مكعبات صغيرة.  ,   فص ثوم مهروس.  ,   2 ملعقة كبيرة   زيت.  ,  1 ملعقة كبيرة   زبد، في درجة حرارة الغرفة.  , 1  ملعقة كبيرة  صلصة طماطم.  ,  1 ملعقة كبيرة  بقدونس طازج مفروم.  ,   1 ملعقة صغيرة   بابريكا.  ,   ملح وفلفل أسود.      ","      على نار متوسطة، ضعي الزيت والزبد، واتركيهما حتى يذوب الزبد.  ,   أضيفي البصل واللحم والفلفل الأخضر والثوم والملح والفلفل الأسود، وقلّبي حتى يتغير لون اللحم.  ,   أضيفي الطماطم وصلصة الطماطم والماء، واتركيه حتى يغلي.  ,   اتركي الخليط يغلي على نار هادئة لمدة خمس دقائق.  ,   أضيفي البيض والبابريكا والبقدونس، وقلّبي باستمرار حتى ينضج البيض.  ,   ضعي البيض في طبق التقديم، وقدميه ساخنًا مع الخبز.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/103/645/mobile-watermarked-large-card/%D8%A8%D9%8A%D8%B6-%D8%A8%D8%A7%D9%84%D9%84%D8%AD%D9%85-%D8%A7%D9%84%D9%85%D9%81%D8%B1%D9%88%D9%85.jpg
300,      البيض المسلوق          ,فطار,4,25,63,بيض,"  375 مل  ماء بارد.  ,   4 بيضات كبيرة.  ,  1 ملعقة كبيرة   ملح.  ,   1 ملعقة صغيرة  خل، أو بيكربونات الصودا.      ","      ضعي الماء والبيض والملح والخل على نار متوسطة، واتركيه حتى يغلي.  ,   اتركي البيض بعد الغليان على نار هادئة لمدة 10 – 12 دقيقة حتى ينضج البيض.  ,   ضعي البيض المسلوق في ماء بارد، ثم قشريه وقدميه على سفرة إفطاركِ.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/103/072/mobile-watermarked-large-card/%D8%B7%D8%B1%D9%8A%D9%82%D8%A9-%D8%B9%D9%85%D9%84-%D8%A7%D9%84%D8%A8%D9%8A%D8%B6-%D8%A7%D9%84%D9%85%D8%B3%D9%84%D9%88%D9%82.jpg
301,      البيض الشكشوكة          ,فطار,4,35,194,بيض,"      4 بيضات كبيرة  ,   بصلة متوسطة مقطعة مكعبات صغيرة  ,   200 جم  طماطم كبيرة مقطعة مكعبات صغيرة  ,   200 جم  فلفل أخضر رومي مقطع مكعبات صغيرة  ,   2 فص ثوم مهروس  ,  50 مل  عصير طماطم طازج  ,   200 جم  فلفل حار مقطعة شرائح  ,   3 معلقة  كبيرة   زيت زيتون  ,   1 ملعقة صغيرة   كمون مطحون  ,   ملح وفلفل أسود      ","      على نار متوسطة، سخني الزيت، ثم أضيفي البصل وقلبيه حتى يذبل.  ,   أضيفي الفلفل الرومي والحار والثوم وقلبي لمدة دقيقتين.  ,   أضيفي الطماطم وقلبي، ثم أضيفي عصير الطماطم والملح والفلفل الأسود والكمون، وقلبي جيدًا.  ,   اتركي الخليط حتى يغلي، ثم أضيفي البيض، وقلبي لمدة خمس دقائق حتى ينضج البيض وتمتزج المكونات.  ,   ضعي البيض في أطباق التقديم، وقدميها ساخنة مع الخبز.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/103/071/mobile-watermarked-large-card/%D8%A7%D9%84%D8%A8%D9%8A%D8%B6-%D8%A7%D9%84%D8%B4%D9%83%D8%B4%D9%88%D9%83%D8%A9.jpg
302,      شرائح اللحم الحار بالفلفل الأحمر          ,غداء,5,75,340,لحم بفتيك ,"  500 جم  بفتيك مقطع شرائح  ,   250 جم  سبانخ  ,   250 مل  حليب جوز هند  ,   200 جم  فلفل رومي أحمر مقطع شرائح رفيعة  ,   بصلة صغيرة حمراء مقطعة شرائح رفيعة  ,   200 جم  فلفل هالبينو مقطعة شرائح  ,   3 فصوص ثوم مهروسة  ,   2 ملعقة كبيرة   سكر  ,   2 ملعقة كبيرة   كزبرة طازجة مفرومة  ,   2 ملعقة كبيرة  زيت  ,  1 ملعقة كبيرة زنجبيل طازج مهروس  ,  1 ملعقة كبيرة   هريسة فلفل أحمر حار  ,  1 ملعقة صغيرة   بشر ليمون  ,   1 ملعقة صغيرة  ملح  ,   1 ملعقة صغيرة  فلفل أسود مطحون  ,   50 جم  بصل أخضر مقطع شرائح  الجزء الأخضر فقط       ","      في وعاء كبير، ضعي اللحم والزنجبيل و2 فص ثوم مهروس والفلفل الأسود ونصف كمية الملح، وقلبي جيدًا.  ,   غطي الوعاء، واتركيه جانبًا لمدة 30 دقيقة.  ,   في وعاء آخر، ضعي الحليب والسكر وهريسة الفلفل الحار وبشر الليمون وباقي الملح، وقلبي جيدًا.  ,   على نار متوسطة، سخني نصف كمية الزيت، ثم أضيفي اللحم، وقلبيه لمدة 3 – 5 دقائق حتى يُصبح بني اللون.  ,   على نار متوسطة، سخني باقي الزيت، ثم أضيفي الفلفل الأحمر الرومي والبصل والهالبينو وباقي الثوم، وقلبي لمدة 3 – 5 دقائق.  ,   أضيفي خليط الحليب وقلبي جيدًا، ثم أضيفي السبانخ واللحم، واتركيه حتى يغلي.  ,   اتركي الخليط على نار هادئة لمدة 10 دقائق، مع التقليب من فترة لأخرى حتى ينضج اللحم.  ,   ضعي اللحم في طبق التقديم، وزينيه بالبصل الأخضر والكزبرة، ثم قدميه مع الأرز الأبيض.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/102/485/mobile-watermarked-large-card/%D8%B7%D8%B1%D9%8A%D9%82%D8%A9-%D8%B9%D9%85%D9%84-%D8%B4%D8%B1%D8%A7%D8%A6%D8%AD-%D8%A7%D9%84%D9%84%D8%AD%D9%85-%D8%A7%D9%84%D8%AD%D8%A7%D8%B1-%D8%A8%D8%A7%D9%84%D9%81%D9%84%D9%81%D9%84-%D8%A7%D9%84%D8%A3%D8%AD%D9%85%D8%B1.jpg
303,      فاصوليا بيضاء باللحمة          ,غداء,6,60,581.83,فاصوليا بيضة,"      500 جم فاصوليا بيضاء.  ,   1000 جم  لحم مُقطع مع العظم.  ,   بصلة متوسطة الحجم.  ,   2 ملعقة كبيرة  زبدة.  ,   3 فصوص ثوم مهروس.  ,   3 ثمرات طماطم مخفوقة.  ,   2 حبة فلفل أخضر مُقطع أنصافًا.  ,   3 معلقة  كبيرة   معجون طماطم.  , 1  ملعقة صغيرة  بهار لحم.  ,   هيل وورق غار.  ,   1 ملعقة صغيرة كزبرة جافة.  ,   ملح وفلفل حسب الرغبة.      ","      اغسلي الفاصوليا وانقعيها في الماء  4 ساعات أو طوال الليل.  ,   صفي الفاصوليا، ثم ضعيها في وعاء وأضيفي 8 أكواب ماء وملعقة صغيرة من الملح، ضعي الوعاء على نار متوسطة واتركيه ليصل إلى درجة الغليان، ثم خففي النار واتركي الفاصوليا تنضج على نار هادئة.  ,   في وعاء آخر، اسلقي اللحم، ضعي الماء المغلي على نار عالية وأضيفي اللحم والفلفل الأسود وبهار اللحم والهيل وورق الغار وبصلة، اتركيه يغلي ثم اتركي اللحم ينضج على نار هادئة، وأضيفي الملح في منتصف وقت الطهي.  ,   صفي الفاصوليا من الماء واللحم من المرق واحتفظي بالمرق.  ,   في وعاء، أضيفي اللحم والفاصوليا وصلصة الطماطم وعصير الطماطم والفلفل الأخضر، واتركيه يغلي على نار عالية، ثم اغمري المكونات بمرق اللحم، اتركيه يغلي ثم خففي النار واتركيه 15 دقيقة حتى يتسبك المرق.  ,   في مقلاة سخني الزبدة، أضيفي الثوم والكزبرة، حتى يكتسب الثوم لونًا ذهبيًا، ثم أضيفي الخليط على الفاصوليا واللحم وقلبي جيدًا، اتركيه يغلي بضع دقائق حتى تمتزج المكونات معًا.  ,   قدميها مع أرز بالشعيرية.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/107/801/mobile-watermarked-large-card/%D9%81%D8%A7%D8%B5%D9%88%D9%84%D9%8A%D8%A7-%D8%A8%D9%8A%D8%B6%D8%A7%D8%A1-%D8%A8%D8%A7%D9%84%D9%84%D8%AD%D9%85.jpg
304,      الكبيبة السوري          ,غداء,8,50,280,لحم ,"  450 جم  لحم مفروم.  ,   225 جم  برغل خشن.  ,  150 جم  بصل مفروم.  , 1  ملعقة صغيرة   ملح.  ,   1 ملعقة صغيرة  فلفل أسود.      ","      انقعي البرغل 30 دقيقة في الماء، ثم ضعيه في قطعة شاش أو مصفاة ضيقة واعصري بيديكِ حتى يُصفّى البرغل تمامًا من الماء.  ,   اخلطي اللحم المفروم والبرغل والبصل والملح والفلفل جيدًا، ثم افرميه في مفرمة اللحم حتى يصبح لديكِ عجينة يمكن تشكيلها.  ,   إذا شعرتِ أن العجينة جافة قليلًا، أضيفي كمية بسيطة من الماء، حتى يسهل تشكيلها.  ,   غطي العجينة بقطعة من القماش المبلل، وضعيها في الثلاجة حتى تنتهي من إعداد الحشو.  ,   على نار متوسطة، ضعي البصل مع الزيت وقلبي حتى يصبح لونه مائلًا للأصفر، ثم أضيفي الصنوبر وحمريه قليلًا.  ,   ضعي اللحم المفروم والبهارات والملح والفلفل، قلبي واتركيه حتى ينضج من 10 إلى 15 دقيقة تقريبًا.  ,   اتركي اللحم يبرد قبل بدء تشكيل الكبيبة وحشوها.  ,   شكلي العجينة كرات متساوية الحجم، ثم بللي أصبعكِ السبابة بالماء واصنعي حفرة في منتصف الكرات، ثم اضغطي بحرص حتى تصبح عميقة.  ,   ضعي الحشو وأغلقي الحفرة بالضغط على الأطراف، كرري العملية حتى تنتهي من حشو العجينة.  ,   اقلي كرات الكبيبة في زيت ساخن وغزير، حتى تتحمر ويصبح لونها ذهبيًا مائلًا للبني.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/104/590/mobile-watermarked-large-card/%D8%A7%D9%84%D9%83%D8%A8%D9%8A%D8%A8%D8%A9-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A.jpg
305,      فتة باذنجان بالزبادي          ,غداء,6,75,658,باذنجان," 500 جم  باذنجان مقطع مكعبات صغيرة.  ,   4 أرغفة خبز عربي مقطع مكعبات متساوية الحجم.  ,   500 مل  زبادي.  ,   5 معلقة  كبيرة طحينة.  ,     60 مل  عصير ليمون.  ,   2 ملعقة صغيرة   ثوم مهروس.  ,   ملح حسب الرغبة.   ,   زيت للقلي.  ,  1 ملعقة كبيرة  نعناع أو بقدونس طازج مفروم.  ,    50 جم  صنوبر محمص.  ,    100 جم  رمان ""اختياري"".      ","      رشي قطع الباذنجان بالملح واتركيها جانبًا لمدة 15 دقيقة، ثم جففيها جيدًا حتى لا تتشرب الزيت عند القلي.  ,   سخني زيتًا غزيرًا على نار متوسطة، ثم ضعي الباذنجان، وقلبي حتى يتحمر ويصبح لونه ذهبيًا، ثم ضعيه على مناديل ورقية حتى يتصفى تمامًا من الزيت.  ,   ضعي قطع الخبز في الزيت الساخن نفسه، وقلبي حتى يتحمر ويصبح لونه ذهبيًا، أخرجيه واتركيه يتصفى من الزيت على مناديل ورقية.  ,   لعمل عصاج اللحم، ضعي البصل مع زيت الزيتون في مقلاة على نار متوسطة، وقلبي حتى يصفر لون البصل قليلًا، ثم ضعي اللحم المفروم.  ,   أضيفي دبس الرمان والبابريكا والملح والفلفل إلى اللحم ثم قلبي، واتركيه على نار هادئة لمدة 15 دقيقة أو حتى ينضج.  ,   في وعاء، امزجي الزبادي مع الطحينة وعصير الليمون والثوم والملح.  ,   في طبق التقديم، ضعي الخبز المحمص، ثم الباذنجان، ثم اللحم المفروم، ثم الزبادي، وزيني الوجه بالصنوبر والرمان والنعناع أو البقدونس، وقدميها.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/104/704/mobile-watermarked-large-card/%D9%81%D8%AA%D8%A9-%D8%A8%D8%A7%D8%B0%D9%86%D8%AC%D8%A7%D9%86-%D8%A8%D8%A7%D9%84%D8%B2%D8%A8%D8%A7%D8%AF%D9%8A.jpg
306,      ورقة لحمة          ,غداء,4,90,206,لحم بتلو,"500 جم  لحمة موزة أو بتلو  ,   بصلة متوسطة الحجم مقطعة شرائح  ,   فلفل رومي ألوان مقطع مكعبات   ,   2 حبات جزر مقطع شرائح طولية  , 200 جم  بطاطس مقطعة مكعبات   ,   زيت   ,   ملح  ,   1 ملعقة بودرة ثوم  ,  200 مل  مرقة  ,   فلفل أسود مطحون و بهارات      ","      بعد غسل الخضروات وتقطيعها قومي بخلطها معًا مع رشة ملح وفلفل  ,   ثم قومي بغسل اللحمة جيدًا وتقطيعها مكعبات متوسطة الحجم وتتبيلها بالفلفل والملح والبهارات ورشة ثوم بودرة  ,   احضري ورق قصدير (ألومنيو) ثم بطني الصينية المُعدة للفرن بالورق  ,   ادهنيها بالزيت ثم ضعي الخضار المقطع في الصينية ورصّي عليها قطع اللحم المتبلة  ,   ثم قومي بتغطية اللحم والخضروات بالفويل تمامًا.  ,   ضعي كوب المرقة أو المياه حول ورقة الفويل في الصينية ثم ادخليها الفرن لمدة ساعة ونصف على درجة حرارة عالية. حتي تنضج  ,   قدميها مع اﻷرز والسلطة.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/048/528/mobile-watermarked-large-card/%25D9%2588%25D8%25B1%25D9%2582%25D8%25A9-%25D9%2584%25D8%25AD%25D9%2585%25D8%25A9.jpg
307,      اللحمة بالشوربة          ,غداء,4,90,258,لحم ," 500 جم  لحم بقري مقطع مكعبات  ,  1000 مل  من الماء المغلي  ,   2 بصلة كبيرة مفرومة ناعمًا  ,   2 ملعقة كبيرة   زيت  ,   1 ملعقة كبيرة  سمن  ,   1 ملعقة صغيرة  السبعة بهارات  ,   1 ملعقة صغيرة  ثوم بودرة  ,   1 ملعقة صغيرة  قرفة مطحونة  ,   ملح وفلفل أسود      ","      على نار متوسطة، ضعي السمن والزيت، واتركيهما حتى يذوب السمن.  ,   أضيفي اللحم، وقلبي حتى يتغير لونه، ثم أضيفي البصل والبهارات والثوم والقرفة والفلفل الأسود، وقلبي جيدًا.  ,   قلبي باستمرار حتى يذبل البصل، ثم أضيفي الماء المغلي.  ,   غطي القدر واتركيه على نار هادئة جدًّا لمدة 75 دقيقة، حتى ينضج اللحم.  ,   أضيفي الملح، وقلبي جيدًا، ثم اتركيه على النار لمدة 10 دقائق، ثم قدمي اللحمة بالشوربة ساخنة.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/100/491/mobile-watermarked-large-card/%D8%B7%D8%B1%D9%8A%D9%82%D8%A9-%D8%B9%D9%85%D9%84-%D8%A7%D9%84%D8%B4%D9%88%D8%B1%D8%A8%D8%A9-%D8%A8%D8%A7%D9%84%D9%84%D8%AD%D9%85%D8%A9.jpg
308,      لحمة محمرة          ,غداء,6,90,320,لحم ,"  1000 جم  لحم مقطع مكعبات.  ,   بصلة كبيرة مفرومة ناعم.  ,   3 فصوص ثوم مفروم.  ,   3 معلقة  كبيرة  سمنة.  ,  1 ملعقة صغيرة  بهارات مشكلة.  ,   1 ملعقة صغيرة   قرفة مطحونة.  ,  1 ملعقة صغيرة حبهان مطحون.  ,   2 ورقة لورا.  ,   ملح وفلفل أسود.      ","      على نار متوسطة، ذوّبي نصف كمية الزبدة، ثم أضيفي مكعبات اللحم، وقلبيها حتى يُصبح اللون بنيًا.  ,   أضيفي القرفة والحبهان والبهارات والملح واللورا، وقلبي لمدة دقيقة.  ,   أضيفي البصل والثوم، وقلبي حتى يذبل البصل.  ,   غطي القدر، واتركي اللحم على نار هادئة جدًا لمدة 60 دقيقة، مع التقليب من فترة لأخرى.  ,   على نار متوسطة، ذوبي الزبدة، ثم حمري قطع اللحم بها.  ,   ضعي قطع اللحم في طبق التقديم، وزينيها بأوراق البقدونس.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/096/040/mobile-watermarked-large-card/%D9%84%D8%AD%D9%85%D8%A9-%D9%85%D8%AD%D9%85%D8%B1%D8%A9.jpg
309,      اللحمة الباردة          ,غداء,6,90,153,لحم فلتو ,"      800 جم عرق لحم فلتو.  ,   بصلة كبيرة مفرومة ناعم.  ,   4 فصوص ثوم مهروسة.  ,   40 جم  كاتشب.  ,   70 مل  ماء.  ,  1 ملعقة صغيرة بهارات مشكلة.  ,   2 ملعقة كبيرة زيت.  ,   4 معلقة  كبيرة خضرة مفرومة  كزبرة، بقدونس .  ,   1 ملعقة صغيرة حبهان مطحون.  ,  1 ملعقة صغيرة كزبرة جافة مطحونة.  ,   3 معلقة  كبيرة عصير ليمون.  ,   ملح وفلفل أسود.      ","      اصنعي بعض الفتحات في العرق ثم تبلي اللحم بالملح والفلفل والليمون والكمون والبهارات المشكلة والحبهان ثم اتركيها في الثلاجة طوال الليل.  ,   في اليوم التالي اخلطي الكاتشب والبصل والثوم والخضرة ثم ادهني بها اللحم واتركيه في الثلاجة لمدة ساعة.  ,   سخني الفرن عند درجة حرارة 200.  ,   على نار عالية سخني الزيت في صينية ثم شوحي العرق على جميع الجوانب لمدة دقيقتين.  ,   أضيفي الماء ثم غطي الصينية بورق الفويل وضعيها في الفرن لمدة 45 دقيقة.  ,   أزيلي ورق الفويل ثم ضعي الصينية في الفرن لمدة 10 – 15 دقيقة.  ,   في طبق التقديم ضعي أوراق البقدونس والكزبرة ثم ضعي فوقها العرق.  ,   قدميه مع الأرز الأبيض والخضار السوتيه.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/086/381/mobile-watermarked-large-card/%25D8%25B7%25D8%25B1%25D9%258A%25D9%2582%25D8%25A9-%25D8%25B9%25D9%2585%25D9%2584-%25D8%25A7%25D9%2584%25D9%2584%25D8%25AD%25D9%2585%25D8%25A9-%25D8%25A7%25D9%2584%25D8%25A8%25D8%25A7%25D8%25B1%25D8%25AF%25D8%25A9.jpg
310,      لحمة محمرة          ,غداء,6,90,364,لحم ," 1000 مل  من الماء المغلي  ,   1000 جم  لحم بقري  ,   بصلة صغيرة مقطعة مكعبات صغيرة  ,   6 معلقة  كبيرة   زيت  ,   1  ملعقة كبيرة   زبدة في درجة حرارة الغرفة  ,   4 حبات حبهان  ,   4 حبات قرنفل  ,   2 ورقة لورا  ,   1 ملعقة صغيرة   بهارات مشكلة  ,   1 ملعقة صغيرة   قرفة مطحونة  ,   1 ملعقة صغيرة  زنجبيل مطحون  ,   ملح وفلفل أسود      ","      على نار متوسطة، سخني 2 ملعقة من الزيت، ثم أضيفي اللحم وورقة اللورا والحبهان والقرنفل، وقلبي لمدة دقيقة.  ,   أضيفي البصل والبهارات والقرفة والزنجبيل والفلفل الأسود، وقلبي حتى يتغير لون اللحم من جميع الجهات.  ,   أضيفي الماء المغلي والملح، ثم غطي القدر، واتركيه على نار هادئة جدًّا لمدة ساعة حتى ينضج الللحم.  ,   صفي اللحم من المرق، ثم اتركيه جانبًا حتى تتخلصي من الماء تمامًا.  ,   على نار متوسطة، ضعي الزبدة وباقي الزيت، واتركيهما حتى تذوب الزبدة.  ,   أضيفي قطع اللحم، واتركيها حتى يُصبح لونها ذهبيًّا.  ,   قلبي اللحم على الجهات الأخرى حتى يُصبح لونها ذهبيًّا.  ,   ضعي بعض أوراق الكزبرة والبقدونس في طبق التقديم، ثم رصي مكعبات اللحم فوقها، وقدميها ساخنة.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/036/717/mobile-watermarked-large-card/%D9%84%D8%AD%D9%85%D8%A9-%D9%85%D8%AD%D9%85%D8%B1%D8%A9.jpg
